hostname,default_flag,sy_snum,sy_pnum,disc_year,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,ra,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,0,1,1.1,2009,0.1,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,1.510000,0.060000,-0.050000,0.2,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,3432.40000,381.40000,-413.20000,0.3,10.80000,1.20000,-1.30000,0.4,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,0.5,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,1.70,0.40,-0.30,0.6,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,229.2745954,71.8239428,125.3210000,1.9765000,-1.9765000,5.0130000,0.0050000,-0.0050000,1.9390000,0.2700000,-0.2700000,4.5621600,0.0039035,-0.0039035
LHS 1678,2.0,4.0,4.0,4042.0,0.0,4.554479199999999,9.2e-06,-8.9e-06,0.0,0.04561,0.00219,-0.00206,0.0,1.678,0.108,-0.107,0.0,0.15,0.01,-0.01,0.0,1.75,0.0,0.0,2.0,0.0055000000000000005,0.0,0.0,2.0,0.47,0.0,0.0,2.0,106.7,10.600000000000001,-9.6,0.0,0.0,0.0,0.0,0.0,0.0,6980.0,100.0,-100.0,0.0,0.66,0.02,-0.02,0.0,0.68,0.02,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.3579732,-79.5817488,39.7564,0.0188,-0.0188,25.2,0.4,-0.4,16.528,0.058,-0.058,23.0806,0.001018,-0.001018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHS 1815,1.0,1.0,1.0,2020.0,0.0,3.81433,3e-05,-3e-05,0.0,0.0404,0.0094,-0.0094,0.0,1.088,0.064,-0.064,0.0,0.097,0.006,-0.006,0.0,8.7,0.0,0.0,1.0,0.02737,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0,84.0,-84.0,0.0,0.0,3643.0,142.0,-142.0,0.0,0.5,0.03,-0.03,0.0,0.5,0.01,-0.01,0.0,-0.12,0.09,-0.09,0.0,4.77,0.03,-0.03,0.0,91.0899861,-55.3115376,29.8424,0.0239,-0.0239,12.167,0.047,-0.047,7.993,0.02,-0.02,11.2362,0.000708,-0.000708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHS 3844,1.0,1.0,1.0,2019.0,0.0,0.46292913,1.9e-06,-1.9e-06,0.0,0.00622,0.00017,-0.00017,0.0,1.303,0.022,-0.022,0.0,0.116,0.002,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.1,0.5,-0.5,0.0,805.0,20.0,-20.0,0.0,0.0,3036.0,77.0,-77.0,0.0,0.19,0.01,-0.01,0.0,0.15,0.01,-0.01,0.0,0.0,0.0,0.0,0.0,5.06,0.01,-0.01,0.0,340.4962038,-69.1721081,14.8846,0.0113,-0.0113,15.24,0.032,-0.032,9.145001,0.023,-0.023,13.3925,0.000738,-0.000738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP 714-47,1.0,1.0,1.0,2020.0,0.0,4.052037,4e-06,-4e-06,0.0,0.0417,0.0005,-0.0005,0.0,4.7,0.3,-0.3,0.0,0.419,0.027,-0.027,0.0,30.8,1.5,-1.5,0.0,0.09691,0.00472,-0.00472,0.0,0.04,0.02,-0.02,0.0,0.0,0.0,0.0,0.0,700.0,19.0,-24.0,0.0,0.0,3950.0,51.0,-51.0,0.0,0.58,0.02,-0.02,0.0,0.59,0.02,-0.02,0.0,0.41,0.16,-0.16,0.0,4.64,0.04,-0.04,0.0,64.1902212,-12.0848643,52.616,0.11525,-0.11525,12.492,0.038,-0.038,8.626,0.025,-0.025,11.7282,0.000381,-0.000381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LP 791-18,2.0,2.0,4.0,4038.0,0.0,5.937968000000001,5.58e-05,-5.58e-05,0.0,0.039082000000000006,0.0013,-0.0014,0.0,3.43,0.38,-0.38,0.0,0.306,0.034,-0.034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.85,5.99,-5.109999999999999,0.0,1020.0,150.0,-150.0,0.0,0.0,5920.0,110.0,-110.0,0.0,0.34,0.04,-0.04,0.0,0.28,0.02,-0.02,0.0,-0.18,0.38,-0.38,0.0,10.24,0.18,-0.18,0.0,331.3809686,-32.812889,52.9854,0.128,-0.1276,33.82,0.4,-0.4,21.288,0.046,-0.046,30.143,0.002648,-0.002648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTT 1445 A,2.0,6.0,4.0,4041.0,0.0,8.4826692,7.7e-06,-7.8e-06,0.0,0.06473999999999999,0.00115,-0.00119,0.0,2.452,0.121,-0.11499999999999999,0.0,0.218,0.011,-0.01,0.0,4.41,0.46,-0.44,0.0,0.01388,0.00145,-0.00139,0.0,0.333,0.0,0.0,2.0,16.3,3.5999999999999996,-3.0,0.0,932.0,46.0,-46.0,0.0,0.0,6680.0,300.0,-300.0,0.0,0.54,0.02,-0.02,0.0,0.52,0.02,-0.02,0.0,-0.68,0.18,-0.18,0.0,0.0,0.0,0.0,0.0,90.9249562,-33.1889912,13.73858,0.00761,-0.00761,21.18,0.092,-0.092,12.992,0.042,-0.042,20.0938,0.002468,-0.002468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTT 3780,2.0,4.0,4.0,4040.0,0.0,13.020347999999998,0.002855,-0.003053,0.0,0.08884,0.00087,-0.00089,0.0,3.6319999999999997,0.23199999999999998,-0.22499999999999998,0.0,0.32399999999999995,0.02,-0.02,0.0,11.219999999999999,2.08,-1.76,0.0,0.0353,0.00654,-0.00554,0.0,0.06,0.15,-0.14,0.0,108.63,22.56,-19.48,0.0,1245.0,62.0,-62.0,0.0,0.0,6662.0,314.0,-314.0,0.0,0.74,0.02,-0.02,0.0,0.8,0.02,-0.02,0.0,0.56,0.22,-0.26,0.0,9.8,0.06,-0.06,0.0,309.2898066,-23.435602,43.9628,0.0806,-0.0804,26.28,0.07,-0.07,16.408002,0.042,-0.042,23.693,0.000954,-0.000954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTT 9779,1.0,1.0,1.0,2020.0,0.0,0.792052,9.3e-06,-9.3e-06,0.0,0.01679,0.00014,-0.00012,0.0,4.72,0.23,-0.23,0.0,0.421,0.021,-0.021,0.0,29.32,0.78,-0.81,0.0,0.09225,0.00245,-0.00255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1978.0,19.0,-19.0,0.0,0.0,5443.0,14.0,-13.0,0.0,0.95,0.01,-0.01,0.0,0.77,0.29,-0.21,0.0,0.27,0.03,-0.03,0.0,4.35,0.16,-0.12,0.0,358.6688767,-37.6282237,80.4373,0.3174,-0.315,9.79,0.03,-0.03,8.016,0.029,-0.029,9.60006,0.00029,-0.00029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NGTS-11,1.0,1.0,1.0,2020.0,0.0,35.45533,0.00019,-0.00019,0.0,0.201,0.0021,-0.0022,0.0,9.158,0.314,-0.359,0.0,0.817,0.028,-0.032,0.0,109.33352,29.24036,-23.20159,0.0,0.344,0.092,-0.073,0.0,0.13,0.1,-0.09,0.0,0.0,0.0,0.0,0.0,435.0,34.0,-32.0,0.0,0.0,5050.0,80.0,-80.0,0.0,0.83,0.01,-0.01,0.0,0.86,0.03,-0.03,0.0,0.22,0.08,-0.08,0.0,4.5,0.1,-0.1,0.0,23.5214497,-14.4191493,190.422,1.777,-1.744,12.456,0.08,-0.08,10.315,0.025,-0.025,12.1895,0.000208,-0.000208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIC 172900988 Aa,1.0,2.0,1.0,2021.0,0.0,200.452,0.011,-0.011,0.0,0.90281,0.00016,-0.00016,0.0,11.25,0.44,-0.44,0.0,1.004,0.039,-0.039,0.0,942.0,5.6,-5.6,0.0,2.96386,0.01762,-0.01762,0.0,0.0271,0.0011,-0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6050.0,100.0,-100.0,0.0,1.38,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.34,0.1,-0.1,0.0,4.25,0.0,0.0,0.0,128.6616644,31.5539793,250.956,3.254,-3.172,10.141,0.006,-0.006,8.762,0.019,-0.019,10.0477,0.000552,-0.000552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIC 237913194,1.0,1.0,1.0,2020.0,0.0,15.168865,1.8e-05,-1.8e-05,0.0,0.1207,0.0037,-0.0037,0.0,12.52,0.605,-0.527,0.0,1.117,0.054,-0.047,0.0,617.22586,29.24036,-28.92253,0.0,1.942,0.092,-0.091,0.0,0.575,0.011,-0.011,0.0,0.0,0.0,0.0,0.0,974.0,0.0,0.0,0.0,0.0,5788.0,80.0,-80.0,0.0,1.09,0.01,-0.01,0.0,1.03,0.06,-0.06,0.0,0.14,0.05,-0.05,0.0,4.38,0.02,-0.02,0.0,22.4458116,-60.7399096,306.063,2.051,-2.025,12.144,0.069,-0.069,10.485,0.021,-0.021,11.9371,0.000176,-0.000176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIC 257060897,1.0,1.0,1.0,2021.0,0.0,3.660028,6e-06,-6e-06,0.0,0.051,0.002,-0.002,0.0,16.701,0.448,-0.448,0.0,1.49,0.04,-0.04,0.0,212.94503,9.53485,-9.53485,0.0,0.67,0.03,-0.03,0.0,0.03,0.02,-0.02,0.0,0.0,0.0,0.0,0.0,1762.0,21.0,-21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,0.05,-0.05,0.0,1.32,0.04,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.5321527,72.7103128,505.703,5.126,-5.025,11.814,0.02,-0.02,10.387,0.017,-0.017,11.6659,0.000163,-0.000163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1062,2.0,2.0,4.0,4042.0,0.0,12.08496,0.0195,-0.025500000000000002,0.0,0.132,0.037,-0.037000000000000005,0.0,2.265,0.096,-0.091,0.0,0.202,0.009,-0.008,0.0,19.93,2.0700000000000003,-2.02,0.0,0.06271,0.00651,-0.00635,0.0,0.317,0.14,-0.133,0.0,327.0,16.0,-14.0,0.0,1936.0,19.0,-17.0,0.0,0.0,10656.0,112.0,-112.0,0.0,1.68,0.18,-0.18,0.0,1.88,0.04,-0.04,0.0,0.28,0.08,-0.08,0.0,9.1,0.18,-0.18,0.0,76.2419356,-156.0473656,164.3466,0.327,-0.3258,20.498,0.01,-0.01,16.592,0.062,-0.062,20.0016,0.000748,-0.000748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1064,2.0,2.0,4.0,4044.0,0.0,18.670442,7.1e-05,-6.8e-05,0.0,0.15581,0.00218,-0.0022500000000000003,0.0,5.2379999999999995,0.086,-0.084,0.0,0.46799999999999997,0.008,-0.008,0.0,16.0,3.5,-3.8,0.0,0.05035,0.011009999999999999,-0.011949999999999999,0.0,0.135,0.119,-0.094,0.0,89.7,6.0,-5.7,0.0,1418.0,23.0,-23.0,0.0,0.0,9468.0,134.0,-134.0,0.0,1.46,0.02,-0.02,0.0,1.5,0.06,-0.06,0.0,0.1,0.16,-0.16,0.0,9.2,0.12,-0.12,0.0,592.0078698,-95.124061,136.1452,0.7278,-0.7202,21.876,0.092,-0.092,16.934,0.068,-0.068,21.2982,0.002668,-0.002668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1075,1.0,1.0,1.0,2022.0,0.0,0.6047328,3.2e-06,-3.2e-06,0.0,0.0118,0.0001,-0.0001,0.0,1.72,0.08,-0.08,0.0,0.153,0.007,-0.007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1336.0,56.0,-56.0,0.0,0.0,3921.0,157.0,-157.0,0.0,0.58,0.02,-0.02,0.0,0.6,0.02,-0.02,0.0,0.0,0.0,0.0,0.0,4.69,0.03,-0.03,0.0,309.9712091,-65.4496994,61.4592,0.09435,-0.09435,12.615,0.069,-0.069,9.115,0.023,-0.023,12.0544,0.000232,-0.000232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1130,2.0,2.0,4.0,4040.0,0.0,12.41688,7.8e-05,-7.8e-05,0.0,0.11492,0.00091,-0.00098,0.0,20.464,3.126,-2.5660000000000003,0.0,1.826,0.279,-0.229,0.0,309.56642,13.66669,-13.98452,0.0,0.974,0.043,-0.044,0.0,0.267,0.15,-0.137,0.0,0.0,0.0,0.0,0.0,1447.0,27.0,-27.0,0.0,0.0,8500.0,134.0,-134.0,0.0,1.38,0.02,-0.02,0.0,1.36,0.04,-0.04,0.0,0.4,0.0,0.0,-2.0,9.2,0.04,-0.04,0.0,572.7520074,-82.8752798,116.5218,0.34,-0.3382,23.19,0.052,-0.052,16.702,0.066,-0.066,21.8056,0.001548,-0.001548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1201,1.0,2.0,1.0,2021.0,0.0,2.4919863,3e-06,-3.1e-06,0.0,0.0287,0.0012,-0.0012,0.0,2.415,0.091,-0.09,0.0,0.215,0.008,-0.008,0.0,6.28,0.84,-0.88,0.0,0.01976,0.00264,-0.00277,0.0,0.0,0.0,0.0,0.0,40.6,3.6,-3.2,0.0,703.0,15.0,-14.0,0.0,0.0,3476.0,51.0,-51.0,0.0,0.51,0.02,-0.02,0.0,0.51,0.02,-0.02,0.0,0.05,0.16,-0.16,0.0,4.8,0.04,-0.04,0.0,42.2476999,-14.5372835,37.8871,0.0516,-0.0516,12.26,0.2,-0.2,8.646,0.029,-0.029,12.0966,0.000609,-0.000609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-122,1.0,1.0,1.0,2020.0,0.0,5.07803,1.5e-05,-1.5e-05,0.0,0.0392,0.0007,-0.0007,0.0,2.72,0.18,-0.18,0.0,0.243,0.016,-0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,1.0,-1.0,0.0,471.0,0.0,0.0,0.0,0.0,3403.0,100.0,-100.0,0.0,0.33,0.01,-0.01,0.0,0.31,0.01,-0.01,0.0,0.0,0.0,0.0,0.0,4.88,0.05,-0.05,0.0,332.9482355,-58.946085,62.118,0.2165,-0.2151,15.526,0.026,-0.026,10.771,0.021,-0.021,14.3357,0.000442,-0.000442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOI-1227,1.0,1.0,1.0,2022.0,0.0,27.36397,0.00011,-0.00011,0.0,0.0886,0.0054,-0.0057,0.0,9.572,0.751,-0.583,0.0,0.854,0.067,-0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,0.38,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,3072.0,74.0,-74.0,0.0,0.56,0.03,-0.03,0.0,0.17,0.01,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.7673635,-72.4518501,100.641,0.573,-0.566,16.999,1.133,-1.133,11.034,0.021,-0.021,15.2514,0.000848,-0.000848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
